employee_id,first_name,last_name,department,job_title,pay_grade,start_date,termination_date,salary,job_type,work_email
EMP1479,Thomas,Jackson,Customer Service,Call Center Agent,PG2,2023/04/21,,32866,Full-time ,thomas.jackson@atech.org
EMP1342,Angela,Kelly,Human Resources,HR Coordinator,PG3,2018-04-12,,"$44,668",Full Time,
EMP1077,Matthew,Lewis,Information Technology,Systems Administrator,PG3,"April 08, 2017",,"$42,528",PART-TIME,matthew.lewis@atech.org
EMP1218,JACOB,Lee,Engineering,Civil Engineer,PG6,"August 13, 2021",,72468,PT,
EMP1348,Matthew,Torres,Information Technology,Software Engineer,PG-6,10/20/2019,,91768,Full-time ,matthew.torres@atech.org
EMP1093,Andrew,hernandez,Marketing,Marketing Manager,PG7,2021-02-26,"August 19, 2024",95809,Full Time,andrew.hernandez@atech.org
EMP1308,PATRICK,Roberts,Legal,Compliance Officer,PG6,01-Oct-2024,,69756,FULL-TIME,patrick.roberts@atech.org
EMP1172,Kenneth,WARD,Sales,Sales Director,PG9,26-Feb-2018,,,FT,kenneth.ward@atech.org
EMP1272,Kenneth,Morales,Executive,VP of Marketing,PG9,2026/03/25,,125768,Part-Time,kenneth.morales1@atech.org
EMP1220, Stephen ,Martinez,Marketing,Graphic Designer,PG4,2019/06/06,,47103,Full Time,"stephen.martinez@atech,org"
EMP1092,Kenneth,Martinez,Legal,Legal Assistant,PG2,"January 30, 2019",,41476,Full-Time,kenneth.martinez@atech.org
EMP1078, Nancy ,Cruz,Human Resources,Recruiter,PG3,"April 29, 2020",,51937,part-time,nancy.cruz@atech.org
EMP1310,Mary,Evans,Finance,Controller,PG3,2022-11-19,21-Feb-2026,"$43,404",Full-Time,mary.evans@atech.org
EMP1355,Larry,Morales,Engineering,Engineering Manager,PG6,04-Jul-2018,,86750,full-time,
EMP1459,Richard,Smith,Legal,Legal Assistant,pg2,03-Oct-2017,,35275,Part Time,richard.smith@atech.org
EMP1044,Stephanie,Peterson,Human Resources,Recruiter,PG3,2022-04-02,,42885,Contract,stephanie.peterson@atech.org
EMP1185,michael,lee,Executive,Chief Financial Officer,PG6,2019/08/21,"April 23, 2024",72253,Contract,michael.lee@atech.org
EMP1061,Thomas,Turner,Engineering,Mechanical Engineer,pg6,2025-01-20,,92433,FULL-TIME,thomas.turner@atech.org
EMP1171,Patrick,Bailey,Executive,Chief Operating Officer,PG6,"December 07, 2018",,72315,Full Time,patrick.bailey@atech.org
EMP1316,PATRICIA,Ramos,Sales,Business Development Rep,pg3,11-25-21,,"$42,369",Contract,patricia.ramos@atech.com
EMP1040,Benjamin, Ramirez ,Marketing,Graphic Designer,,24-Nov-2018,,47330,Full-time ,benjamin.ramirez@atech.org
EMP1183,Jack, Morales ,Engineering,Electrical Engineer,pg6,07/26/2018,"August 09, 2026",,Contract,
EMP1145,Richard,Moore,Customer Service,Customer Service Rep,PG3,11-05-17,,40543,FT,richard.moore@atech.org
EMP1080,Catherine,Lee,Marketing,SEO Specialist,,2024-10-23,,64821,Contract,catherine.lee@atech.org
EMP1493,Benjamin,THOMAS,Customer Service,Customer Service Rep,PG3,"April 20, 2026",,43910,Full Time,benjamin.thomas1@atech.org
EMP1057,mark,Rodriguez,Legal,Compliance Officer,PG6,2018/02/19,20-Aug-2018,86274,Full Time,mark.rodriguez@atech.org
EMP1087,Edward,Perez,Legal,Compliance Officer,pg6,"November 28, 2022",,"$79,651",Part-Time,edward.perez@atech.org
EMP1252,jason,Harris,Finance,Financial Analyst,PG5,03-19-25,,59476,Part Time,jason.harris@atech.com
EMP1058,Janet,Martin,Customer Service,Customer Service Rep,PG3,26-Feb-2024,,49659,Part Time,janet.martin@atech.org
EMP1462,Margaret,Perez,Finance,Accountant,PG3,2015/08/28,05-26-19,54250,FT,margaret.perez@atech.org
EMP1422,Nicholas,Bailey,Human Resources,Recruiter,PG3,"June 30, 2019",,51266,Full Time,nicholas.bailey@atech.org
EMP1367,Deborah,Johnson,Customer Service,Call Center Agent,PG-2,04-12-20,,36929,full-time,
EMP1453,Gary,Mitchell,Human Resources,Benefits Specialist,PG4,2020-07-14,01-Jan-2021,60626,Part Time,gary.mitchell@atech.org
EMP1352,Stephanie,RIVERA,legal,Legal Assistant,PG2,04/22/2018,,40938,full-time,stephanie.rivera@atech.org
EMP1197,James, Johnson ,Finance,Accountant,PG3,05/06/2018,,"$58,813",Full-time ,james.johnson@atech.org
EMP1351,Ronald,Phillips,Executive,Chief Executive Officer,PG6,2018/10/14,05-Feb-2021,89295.00,Contractor,ronald.phillips@atech.org
EMP1451,Steven,Carter,Legal,Compliance Officer,PG6,2025/10/14,,"$79,863",Full Time,steven.carter@atech.org
EMP1472,Gary,rodriguez,Engineering,Engineering Manager,PG6,10/13/2017,,,Part-Time,gary.rodriguez@atech.org
EMP1116,Sarah,Cook,Marketing,Marketing Manager,PG7,11-Mar-2022,2023/11/17,"$98,970",FT,sarah.cook@atech.org
EMP1147,MARGARET,Murphy,Marketing,Content Strategist,PG3,12-05-17,,49292,Full-time ,
EMP1336,Christine, Jackson ,Executive,VP of Sales,PG9,"September 28, 2025",,"$142,196",FT,christine.jackson@atech.org
EMP1181,Katherine,Morales,Executive,VP of Marketing,pg9,2021-03-06,,"$151,001",part-time,katherine.morales@atech.org
EMP1076,Michelle,Gomez,Information Technology,IT Support Specialist,PG4,05-14-22,,58144,Contract,michelle.gomez@atech.org
EMP1198,jennifer,Nguyen,Operations,Warehouse Associate,PG2,17-Feb-2017,,36979,Full Time,jennifer.nguyen@atech.org
EMP1219,David,Flores,Sales,Sales Manager,PG7,2026/06/30,,"$81,938",CONTRACT,"david.flores@atech,org"
EMP1117,Samuel,Carter,Engineering,Electrical Engineer,PG6,"May 07, 2018",,90816,Full Time,samuel.carter@atech.org
EMP1013,Kathleen,ramirez,Customer Service,Customer Service Rep,PG3,04-Oct-2023,,38697,PART-TIME,kathleen.ramirez@atech.org
EMP1115,EMILY,Harris,Finance,Accountant,PG3,2015-05-09,2016-03-09,53737,Full-time ,emily.harris@atech.org
EMP1468,Michael,Hill,Legal,Legal Counsel,PG8,10-27-25,,104015,Full-time ,michael.hill@atech.org
EMP1001,SAMANTHA,ANDERSON,Human Resources,Benefits Specialist,PG4,2018/02/17,,57012,Contract,samantha.anderson@atech.org
EMP1073,Linda,MITCHELL,Marketing,Marketing Coordinator,PG3,"January 09, 2017",,52562,FULL-TIME,linda.mitchell@atech.org
EMP1213,Nicholas,Lee,Customer Service,Client Success Manager,PG7,2019/10/14,,78012,FULL-TIME,
EMP1429,Steven,Peterson,finance,Financial Analyst,PG5,08-21-26,,57753,FULL-TIME,steven.peterson@atech.org
EMP1454,Joseph,Lopez,Customer Service,Client Success Manager,PG7,2016/10/20,,98136,full-time,joseph.lopez@atech.org
EMP1262,Susan,Kelly,Operations,Logistics Coordinator,PG3,05-02-17,"June 09, 2019",53510,Full Time,susan.kelly@atech.org
EMP1279,Jennifer,BAILEY,Customer Service,Customer Service Rep,PG3,2023/12/05,,39110,Full Time,jennifer.bailey@atech.org
EMP1152,Michael,Walker,Legal,Legal Assistant,PG2,2016-08-04,,34847.00,TEMPORARY,michael.walker@atech.org
EMP1279,Jennifer,BAILEY,Customer Service,Customer Service Rep,PG3,2023/12/05,,39110,Full Time,jennifer.bailey@atech.org
EMP1053,Pamela,Rivera,Executive,Chief Operating Officer,PG6,11/17/2023,,87913,Contract,pamela.rivera@atech.org
EMP1023,Nicholas,Flores,Customer Service,Call Center Agent,PG2,11-08-17,05-23-25,38592,TEMPORARY,nicholas.flores@atech.org
EMP1423, Joshua ,Turner,Operations,Operations Manager,PG7,12-12-15,,78435,Part Time,joshua.turner@atech.org
EMP1011,Ashley,STEWART,Customer Service,Customer Support Lead,PG-5,09/01/2024,,59545,Contract,ashley.stewart@atech.org
EMP1064,Barbara,Parker,Finance,Payroll Specialist,PG4,06-May-2016,,60210,Full-Time,barbara.parker@atech.org
